utc_time,gps_time,x_ecef_m,y_ecef_m,z_ecef_m,lat_deg,lon_deg,height_m,vx_mps,vy_mps,vz_mps,speed_mps,clock_bias_m,num_sats,rms_residual_m
2026-03-22T06:47:33.416831,2026-03-22T06:47:51.416831,4437270.8359,3084854.0184,3376164.3970,32.167291483,34.807577988,29.0788,7.6977,-5.8043,5.3547,11.0280,0.7092,6,5.0365
2026-03-22T06:47:34.416831,2026-03-22T06:47:52.416831,4437270.4015,3084836.3930,3376169.8269,32.167382949,34.807427187,23.1512,1.0054,-12.2930,3.5181,12.8260,-6.7504,6,6.2577
2026-03-22T06:47:35.416831,2026-03-22T06:47:53.416831,4437272.8467,3084829.4324,3376171.4331,32.167404647,34.807351797,22.3425,7.7682,-7.8318,1.9705,11.2056,-5.7298,6,5.1630
2026-03-22T06:47:36.416831,2026-03-22T06:47:54.416831,4437285.9380,3084820.7295,3376173.7680,32.167394715,34.807196810,28.4792,10.1921,-4.2376,4.4998,11.9199,2.0227,6,5.8397
2026-03-22T06:47:37.416831,2026-03-22T06:47:55.416831,4437293.2309,3084820.9573,3376180.4328,32.167416218,34.807154658,37.2065,7.6633,-3.0978,19.2935,20.9896,6.0476,6,5.1168
2026-03-22T06:47:38.416831,2026-03-22T06:47:56.416831,4437301.2645,3084814.5338,3376212.3550,32.167645834,34.807050123,56.6817,-1.4665,-12.3190,3.4486,12.8764,20.2886,5,7.8990
2026-03-22T06:47:39.416831,2026-03-22T06:47:57.416831,4437290.2978,3084796.3193,3376187.3300,32.167547952,34.806957932,26.9351,-2.4750,-17.0989,-8.6758,19.3331,-0.8158,6,4.6932
2026-03-22T06:47:40.416831,2026-03-22T06:47:58.416831,4437296.3145,3084780.3360,3376195.0034,32.167626613,34.806782383,27.4792,2.3876,-11.8304,-0.8323,12.0976,-3.9190,6,4.4182
2026-03-22T06:47:41.416831,2026-03-22T06:47:59.416831,4437295.0729,3084772.6585,3376185.6655,32.167581265,34.806723063,17.9352,-0.9017,-9.2440,-1.6274,9.4294,-7.4141,6,3.9497
2026-03-22T06:47:42.416831,2026-03-22T06:48:00.416831,4437294.5110,3084761.8479,3376191.7487,32.167659544,34.806632355,15.5597,17.0510,-9.2041,11.1824,22.3718,-8.9351,6,4.9169
2026-03-22T06:47:43.416831,2026-03-22T06:48:01.416831,4437329.1750,3084754.2502,3376208.0303,32.167668004,34.806356439,44.6499,10.3502,-9.5755,6.1255,15.3733,12.0457,6,9.5127
2026-03-22T06:47:44.416831,2026-03-22T06:48:02.416831,4437315.2114,3084742.6969,3376203.9996,32.167723943,34.806340369,27.2163,-6.9276,-9.8490,-1.4418,12.1274,-3.5618,6,7.3090
2026-03-22T06:47:45.416831,2026-03-22T06:48:03.416831,4437315.3198,3084734.5523,3376205.1467,32.167754593,34.806268812,23.9670,4.4649,-4.1199,1.9186,6.3710,-8.8049,6,5.5674
2026-03-22T06:47:46.416831,2026-03-22T06:48:04.416831,4437324.1412,3084734.4571,3376207.8367,32.167740613,34.806214599,31.4845,15.0517,-0.7544,7.1378,16.6754,-2.3627,6,5.2054
2026-03-22T06:47:47.416831,2026-03-22T06:48:05.416831,4437345.4231,3084733.0435,3376219.4223,32.167749029,34.806073501,51.7615,-1.1314,-6.1795,4.0295,7.4635,11.8838,6,6.2248
2026-03-22T06:47:48.416831,2026-03-22T06:48:06.416831,4437321.8785,3084722.0980,3376215.8958,32.167844923,34.806120703,28.2308,-13.2008,-7.3022,-3.8585,15.5715,-4.3820,6,2.9525
2026-03-22T06:47:49.416831,2026-03-22T06:48:07.416831,4437319.0216,3084718.4390,3376211.7053,32.167834224,34.806106139,22.2462,2.6232,-6.0208,0.2102,6.5708,-11.8169,6,3.6905
2026-03-22T06:47:50.416831,2026-03-22T06:48:08.416831,4437327.1249,3084710.0564,3376216.3161,32.167860449,34.805984128,26.2828,0.5011,-7.2987,2.8955,7.8681,-4.4556,6,3.1701
2026-03-22T06:47:51.416831,2026-03-22T06:48:09.416831,4437320.0238,3084703.8415,3376217.4963,32.167914484,34.805972999,18.9727,-1.1635,-4.1350,4.1502,5.9730,-11.7075,6,2.5708
2026-03-22T06:47:52.416831,2026-03-22T06:48:10.416831,4437324.7979,3084701.7863,3376224.6166,32.167955649,34.805926217,25.0888,4.5323,-4.0205,0.7813,6.1087,-11.4756,6,5.0626
2026-03-22T06:47:53.416831,2026-03-22T06:48:11.416831,4437329.0883,3084695.8005,3376219.0590,32.167912715,34.805848144,22.2197,3.6867,-3.8770,-1.3381,5.5148,-15.1587,6,5.1900
2026-03-22T06:47:54.416831,2026-03-22T06:48:12.416831,4437332.1713,3084694.0324,3376221.9405,32.167927403,34.805814095,25.0423,8.3984,0.7253,5.7776,10.2195,-11.6492,6,2.5616
2026-03-22T06:47:55.416831,2026-03-22T06:48:13.416831,4437345.8851,3084697.2510,3376230.6142,32.167930731,34.805759124,40.7471,-4.3304,0.9879,-11.1844,12.0341,-0.2034,6,3.7029
2026-03-22T06:47:56.416831,2026-03-22T06:48:14.416831,4437323.5105,3084696.0083,3376199.5717,32.167785376,34.805883708,8.0682,-8.3370,-0.2389,-11.8858,14.5202,-21.2505,6,3.8203
2026-03-22T06:47:57.416831,2026-03-22T06:48:15.416831,4437329.2111,3084696.7733,3376206.8425,32.167816309,34.805855870,16.2710,7.6849,2.9614,10.9746,13.7212,-17.6165,7,5.1375
2026-03-22T06:47:58.416831,2026-03-22T06:48:16.416831,4437338.8803,3084701.9311,3376221.5210,32.167876106,34.805842256,33.2985,-5.2546,3.2668,-8.6250,10.6148,-11.1077,7,5.5890
2026-03-22T06:47:59.416831,2026-03-22T06:48:17.416831,4437318.7019,3084703.3069,3376189.5925,32.167708153,34.805976346,2.9396,-6.1898,11.5463,-7.7404,15.2165,-30.7611,6,3.8951
2026-03-22T06:48:00.416831,2026-03-22T06:48:18.416831,4437326.5008,3084725.0236,3376206.0403,32.167743450,34.806118199,27.6100,0.1708,8.0221,7.2661,10.8249,-14.6900,7,6.1309
2026-03-22T06:48:01.416831,2026-03-22T06:48:19.416831,4437319.0436,3084719.3511,3376204.1247,32.167773770,34.806113947,18.6662,-1.1698,1.4494,-2.5039,3.1207,-18.3540,7,5.1694
2026-03-22T06:48:02.416831,2026-03-22T06:48:20.416831,4437324.1611,3084727.9224,3376201.0325,32.167706502,34.806157592,24.7183,174.5862,275.9432,273.6850,426.0616,-19.5489,7,3.7298
2026-03-22T06:48:03.416831,2026-03-22T06:48:21.416831,4437668.2159,3085271.2375,3376751.4947,32.169063050,34.808804878,819.4433,9.4686,12.0710,7.6147,17.1273,669.2748,4,0.0000
2026-03-22T06:48:04.416831,2026-03-22T06:48:22.416831,4437343.0982,3084752.0644,3376216.2619,32.167681943,34.806253152,57.6535,-101.0017,-140.3156,-153.7222,231.3446,-0.5194,4,0.0000
2026-03-22T06:48:05.416831,2026-03-22T06:48:23.416831,4437466.2125,3084990.6063,3376444.0503,32.168281693,34.807584598,379.7583,-7.9821,8.3244,4.9579,12.5535,284.6525,4,0.0000
2026-03-22T06:48:06.416831,2026-03-22T06:48:24.416831,4437327.1340,3084768.7133,3376226.1776,32.167774942,34.806494694,59.8813,-74.5942,-113.1192,-120.6822,181.4509,9.2228,5,6.4235
2026-03-22T06:48:07.416831,2026-03-22T06:48:25.416831,4437317.0241,3084764.3679,3376202.6859,32.167647379,34.806518049,38.2479,14.2514,13.3309,-11.2801,22.5401,-10.8421,6,8.1011
2026-03-22T06:48:08.416831,2026-03-22T06:48:26.416831,4437355.6368,3084795.3750,3376203.6174,32.167417300,34.806554298,80.5634,1.6044,9.8940,-2.6900,10.3779,11.7027,5,4.3270
2026-03-22T06:48:09.416831,2026-03-22T06:48:27.416831,4437320.2329,3084784.1560,3376197.3059,32.167539432,34.806670889,47.1751,-25.1856,-10.5741,-1.8548,27.3782,-5.4522,6,6.7667
2026-03-22T06:48:10.416831,2026-03-22T06:48:28.416831,4437305.2656,3084774.2268,3376199.9077,32.167645507,34.806675032,33.3598,-11.5856,3.3261,-1.2696,12.1202,-12.3052,6,6.0087
2026-03-22T06:48:11.416831,2026-03-22T06:48:29.416831,4437297.0617,3084790.8081,3376194.7667,32.167593161,34.806869023,32.9326,2.2619,19.8471,6.2573,20.9327,-3.0830,5,3.8360
2026-03-22T06:48:13.416831,2026-03-22T06:48:31.416831,4437312.0513,3084833.7682,3376218.6797,32.167598879,34.807152280,76.8400,99.8912,175.4160,164.3918,260.3338,44.1296,5,3.2774
2026-03-22T06:48:14.416831,2026-03-22T06:48:32.416831,4437596.7354,3085317.0560,3376687.9420,32.168734166,34.809636247,758.0671,-11.1142,0.8231,-6.3391,12.8213,651.2757,4,0.0000
2026-03-22T06:48:15.416831,2026-03-22T06:48:33.416831,4437289.8229,3084835.4144,3376206.0015,32.167585213,34.807301133,55.4361,-163.3766,-249.9953,-267.4687,400.9102,40.9904,6,3.9930
2026-03-22T06:48:16.416831,2026-03-22T06:48:34.416831,4437269.9822,3084817.0655,3376153.0047,32.167309155,34.807261477,4.5647,-6.5515,-1.9684,-19.9267,21.0683,6.0552,7,9.0092
2026-03-22T06:48:17.416831,2026-03-22T06:48:35.416831,4437276.7199,3084831.4777,3376166.1480,32.167343429,34.807346161,23.2090,3.6735,12.3066,14.4895,19.3622,26.1113,7,6.4683
2026-03-22T06:48:18.416831,2026-03-22T06:48:36.416831,4437277.3292,3084841.6787,3376181.9838,32.167433955,34.807431274,36.9925,0.2209,22.0636,17.0383,27.8775,42.5277,6,3.2625
2026-03-22T06:48:19.416831,2026-03-22T06:48:37.416831,4437277.1618,3084875.6050,3376200.2246,32.167480881,34.807727616,62.9806,-6.7285,9.0798,-5.1626,12.4245,74.5195,6,4.3084
2026-03-22T06:48:20.416831,2026-03-22T06:48:38.416831,4437263.8722,3084859.8384,3376171.6586,32.167358416,34.807670795,30.9170,-8.5059,-12.4691,-25.0769,29.2691,51.8282,5,9.3324
2026-03-22T06:48:21.416831,2026-03-22T06:48:39.416831,4437260.1501,3084850.6668,3376150.0707,32.167233430,34.807613482,12.4051,-1.2914,12.9620,-1.6982,13.1364,35.2426,5,3.2746
2026-03-22T06:48:22.416831,2026-03-22T06:48:40.416831,4437261.2894,3084885.7625,3376168.2622,32.167271624,34.807912096,39.8402,-1.7698,17.1995,6.0284,18.3111,70.0178,5,7.6996
2026-03-22T06:48:23.416831,2026-03-22T06:48:41.416831,4437256.6106,3084885.0658,3376162.1276,32.167245148,34.807934346,32.9856,-3.8429,-3.2468,-7.7981,9.2801,67.5297,5,6.5158
2026-03-22T06:48:24.416831,2026-03-22T06:48:42.416831,4437253.6035,3084879.2688,3376152.6660,32.167200663,34.807902082,23.0572,5.6145,19.9762,8.3587,22.3705,65.2771,6,6.6747
2026-03-22T06:48:25.416831,2026-03-22T06:48:43.416831,4437267.8396,3084925.0182,3376178.8449,32.167219004,34.808214174,68.9956,9.1734,41.7140,26.1087,50.0587,111.6489,5,7.6592
2026-03-22T06:48:26.416831,2026-03-22T06:48:44.416831,4437271.9503,3084962.6969,3376204.8834,32.167298305,34.808517284,103.9220,-8.4728,7.1208,-3.0393,11.4774,149.1001,5,7.6577
2026-03-22T06:48:27.416831,2026-03-22T06:48:45.416831,4437250.8941,3084939.2599,3376172.7663,32.167200370,34.808440699,60.8634,-12.5452,-10.5732,-17.7363,24.1609,116.0148,5,8.1600
2026-03-22T06:48:28.416831,2026-03-22T06:48:46.416831,4437246.8599,3084941.5505,3376169.4108,32.167184381,34.808485054,57.3800,-11.7652,-19.5529,-26.0542,34.6346,116.8140,5,8.4113
2026-03-22T06:48:29.416831,2026-03-22T06:48:47.416831,4437227.3638,3084900.1541,3376120.6578,32.167002521,34.808242690,-2.1292,-9.7827,-3.8491,-16.9200,19.9199,68.7434,6,7.6704
2026-03-22T06:48:30.416831,2026-03-22T06:48:48.416831,4437227.2945,3084933.8523,3376135.5709,32.167024282,34.808536451,22.0455,-2.4436,14.2450,1.7480,14.5584,96.1104,6,8.2373
2026-03-22T06:48:31.416831,2026-03-22T06:48:49.416831,4437222.4766,3084928.6441,3376124.1539,32.166970395,34.808520273,10.1020,1.7358,10.1803,2.4744,10.6195,89.4614,6,10.2784
2026-03-22T06:48:32.416831,2026-03-22T06:48:50.416831,4437230.7661,3084954.2129,3376140.5196,32.166992574,34.808692678,36.9315,5.6610,8.0704,-3.0848,10.3293,118.0714,6,6.5841
2026-03-22T06:48:33.416831,2026-03-22T06:48:51.416831,4437233.7986,3084944.7849,3376117.9844,32.166834432,34.808592256,22.4860,-40.2717,-10.0906,-81.5497,91.5095,104.6977,7,6.1528
2026-03-22T06:48:34.416831,2026-03-22T06:48:52.416831,4437150.2227,3084934.0316,3375977.4202,32.166120314,34.809004457,-115.6319,77.0137,199.8103,178.5048,278.7818,27.3844,4,0.0000
2026-03-22T06:48:35.416831,2026-03-22T06:48:53.416831,4437387.8261,3085344.4056,3376474.9940,32.167857261,34.811138573,512.7149,111.7373,199.4307,245.9739,335.7990,554.9278,6,32.9243
2026-03-22T06:48:36.416831,2026-03-22T06:48:54.416831,4437373.6973,3085332.8930,3376469.3680,32.167901560,34.811123874,494.3367,-6.0757,-4.4391,-0.3844,7.5344,549.8929,6,32.4330
2026-03-22T06:48:37.416831,2026-03-22T06:48:55.416831,4437375.6748,3085335.5274,3376474.2253,32.167923621,34.811134837,499.5702,-3.6536,0.8947,-1.6227,4.0966,560.1309,6,30.5318
2026-03-22T06:48:38.416831,2026-03-22T06:48:56.416831,4437366.3902,3085334.6824,3376466.1227,32.167900686,34.811183672,488.3952,-0.1974,-1.0893,0.9030,1.4287,555.3607,6,34.4103
2026-03-22T06:48:39.416831,2026-03-22T06:48:57.416831,4437375.2799,3085333.3488,3376476.0313,32.167944934,34.811118263,499.2044,5.5758,1.9465,5.6762,8.1913,571.7045,6,30.7965
2026-03-22T06:48:40.416831,2026-03-22T06:48:58.416831,4437377.5418,3085338.5754,3376477.4751,32.167932714,34.811150068,504.0709,1.0716,0.2459,-5.2404,5.3545,580.1591,6,31.1577
2026-03-22T06:48:41.416831,2026-03-22T06:48:59.416831,4437377.4231,3085333.8406,3376465.5506,32.167855138,34.811109574,495.3517,-1.6649,-3.8212,-0.3608,4.1837,574.0782,6,30.9502
2026-03-22T06:48:42.416831,2026-03-22T06:49:00.416831,4437374.2121,3085330.9330,3376476.7534,32.167961275,34.811103699,497.6794,0.6116,1.0425,1.4019,1.8510,582.9475,6,32.6523
2026-03-22T06:48:43.416831,2026-03-22T06:49:01.416831,4437378.6464,3085335.9257,3376468.3544,32.167866004,34.811120319,498.7022,-0.5267,-0.1422,-3.2637,3.3090,582.3891,6,34.0125
2026-03-22T06:48:44.416831,2026-03-22T06:49:02.416831,4437373.1586,3085330.6487,3376470.2260,32.167916383,34.811107599,493.3346,-39.9712,-99.3359,-208.8260,234.6777,585.0593,6,32.4608
2026-03-22T06:48:45.416831,2026-03-22T06:49:03.416831,4437298.7039,3085137.2540,3376050.7023,32.165537501,34.809874835,124.7837,-31.2902,-92.9638,-202.8614,225.3310,266.9982,6,81.2580
2026-03-22T06:48:46.416831,2026-03-22T06:49:04.416831,4437310.5783,3085144.7212,3376064.5032,32.165575583,34.809867969,143.9923,-30.1197,-81.9706,28.0281,91.7167,283.1114,6,80.8695
2026-03-22T06:48:47.416831,2026-03-22T06:49:05.416831,4437238.4644,3084973.3127,3376106.7584,32.166652161,34.808812349,33.5374,-39.3899,-90.1043,7.3974,98.6157,169.9650,6,4.6664
2026-03-22T06:48:48.416831,2026-03-22T06:49:06.416831,4437231.7985,3084964.5126,3376079.2981,32.166492930,34.808776088,10.0326,7.3870,4.1698,-10.8970,13.8094,154.5186,6,8.7914
2026-03-22T06:48:49.416831,2026-03-22T06:49:07.416831,4437253.2383,3084981.6524,3376084.9644,32.166404699,34.808795533,36.2329,3.0269,1.5601,0.0919,3.4065,178.8553,6,6.9414
2026-03-22T06:48:50.416831,2026-03-22T06:49:08.416831,4437237.8522,3084967.6328,3376079.4819,32.166461919,34.808766611,15.8458,-3.0764,-6.7212,-5.8867,9.4494,160.4597,7,9.8094
2026-03-22T06:48:51.416831,2026-03-22T06:49:09.416831,4437247.0856,3084968.2100,3376073.1909,32.166375917,34.808715756,19.1930,23.4002,4.4271,12.3557,26.8297,167.1141,7,8.8532
2026-03-22T06:48:52.416831,2026-03-22T06:49:10.416831,4437284.6527,3084976.4869,3376104.1933,32.166441811,34.808560450,65.8080,184.2597,267.4257,264.9967,419.1555,204.0634,5,6.6423
2026-03-22T06:48:53.416831,2026-03-22T06:49:11.416831,4437615.6049,3085503.0615,3376603.1843,32.167503117,34.811141009,815.9393,-7.7205,-8.0260,-27.2769,29.4627,853.8151,4,0.0000
2026-03-22T06:48:54.416831,2026-03-22T06:49:12.416831,4437269.2117,3084960.4349,3376049.6396,32.166130221,34.808514168,18.2761,-156.3487,-265.2115,-259.9039,402.9045,167.1861,5,4.9726
2026-03-22T06:48:55.416831,2026-03-22T06:49:13.416831,4437302.9075,3084972.6386,3376083.3765,32.166221490,34.808416474,65.5537,5.0484,-5.3360,-0.1761,7.3478,201.7735,6,7.0005
2026-03-22T06:48:56.416831,2026-03-22T06:49:14.416831,4437279.3085,3084949.7629,3376049.2873,32.166116978,34.808360164,19.9495,-10.9502,-12.9407,-22.2743,27.9913,167.4051,6,3.0216
2026-03-22T06:48:57.416831,2026-03-22T06:49:15.416831,4437281.0072,3084946.7572,3376038.8279,32.166038675,34.808323720,14.1093,10.3210,-1.1605,-7.9067,13.0532,161.7500,5,3.0806
2026-03-22T06:48:58.416831,2026-03-22T06:49:16.416831,4437299.9506,3084947.4418,3376033.4739,32.165921255,34.808215036,24.7563,7.0170,-1.0393,-5.6341,9.0588,173.7662,7,4.8573
2026-03-22T06:48:59.416831,2026-03-22T06:49:17.416831,4437295.0412,3084944.6785,3376027.5597,32.165903032,34.808220693,16.8602,7.0649,4.7682,-0.9958,8.5814,169.1633,6,6.6652
2026-03-22T06:49:00.416831,2026-03-22T06:49:18.416831,4437314.0804,3084956.9783,3376031.4823,32.165824219,34.808212538,38.1250,12.1588,-2.0303,-2.7031,12.6200,190.7305,6,4.4035
2026-03-22T06:49:01.416831,2026-03-22T06:49:19.416831,4437319.3588,3084940.6179,3376022.1534,32.165777034,34.808038178,28.9217,-4.6587,-13.7784,-11.5471,18.5710,186.2318,5,4.4826
2026-03-22T06:49:02.416831,2026-03-22T06:49:20.416831,4437304.7630,3084929.4216,3376008.3880,32.165760169,34.808029048,6.0385,6.3548,0.0535,-7.6171,9.9200,173.3477,5,5.2194
2026-03-22T06:49:03.416831,2026-03-22T06:49:21.416831,4437332.0683,3084940.7249,3376006.9193,32.165610347,34.807962194,29.6969,28.4559,6.5340,-0.7576,29.2062,197.9154,6,5.9788
2026-03-22T06:49:04.416831,2026-03-22T06:49:22.416831,4437361.6748,3084942.4895,3376006.8729,32.165488453,34.807798383,51.1028,-2.1408,-13.3743,-10.0120,16.8433,218.7681,6,6.4801
2026-03-22T06:49:05.416831,2026-03-22T06:49:23.416831,4437327.7867,3084913.9762,3375986.8953,32.165547669,34.807755262,3.1355,16.5686,43.6449,43.6589,63.9179,180.9032,5,4.0630
2026-03-22T06:49:06.416831,2026-03-22T06:49:24.416831,4437394.8120,3085029.7794,3376094.1908,32.165785179,34.808357679,162.7996,35.1737,39.2401,35.2748,63.4136,325.3565,4,0.0000
2026-03-22T06:49:07.416831,2026-03-22T06:49:25.416831,4437398.1341,3084992.4565,3376057.4449,32.165593860,34.808012691,127.5112,-26.2318,-78.7692,-59.7474,102.2861,294.5671,4,0.0000
2026-03-22T06:49:08.416831,2026-03-22T06:49:26.416831,4437342.3484,3084872.2410,3375974.6960,32.165511514,34.807303835,-13.4047,9.1801,2.5949,1.3625,9.6366,176.6357,5,0.5947
2026-03-22T06:49:09.416831,2026-03-22T06:49:27.416831,4437416.4943,3084997.6462,3376060.1698,32.165528068,34.807946755,144.2309,77.6262,125.0718,95.2383,175.3257,322.7833,4,0.0000
2026-03-22T06:49:10.416831,2026-03-22T06:49:28.416831,4437497.6008,3085122.3845,3376165.1726,32.165668083,34.808541715,316.7791,-39.0525,-74.0656,-68.1837,107.9806,478.0134,4,0.0000
2026-03-22T06:49:11.416831,2026-03-22T06:49:29.416831,4437338.3892,3084849.5151,3375923.8025,32.165200884,34.807129967,-54.2317,5.5739,-8.0767,-5.6110,11.3042,155.8173,4,0.0000
2026-03-22T06:49:12.416831,2026-03-22T06:49:30.416831,4437508.7485,3085106.2311,3376153.9506,32.165582745,34.808333647,310.7474,58.7403,76.4807,69.1895,118.6883,475.4947,4,0.0000
2026-03-22T06:49:14.416831,2026-03-22T06:49:32.416831,4437514.6102,3085078.9571,3376131.3711,32.165462021,34.808060770,289.6217,6.0347,-12.8478,-10.1898,17.4733,459.6058,4,0.0000
2026-03-22T06:49:15.416831,2026-03-22T06:49:33.416831,4437526.8527,3085067.6877,3376123.3812,32.165383657,34.807888590,288.4318,16.9408,9.7072,-1.3915,19.5744,454.4551,4,0.0000
2026-03-22T06:49:16.416831,2026-03-22T06:49:34.416831,4437548.4918,3085098.3715,3376128.5881,32.165254026,34.808024725,321.0708,70.1076,89.5930,88.9229,144.3928,494.9856,4,0.0000
2026-03-22T06:49:17.416831,2026-03-22T06:49:35.416831,4437667.0680,3085246.8737,3376301.2270,32.165697518,34.808599762,567.1526,-25.9843,-41.6471,-53.4683,72.5846,704.2172,4,0.0000
2026-03-22T06:49:19.416831,2026-03-22T06:49:37.416831,4437470.5388,3084973.4302,3375968.1831,32.164679199,34.807408904,121.1230,-69.4835,-117.4053,-128.7381,187.5779,335.3782,4,0.0000
2026-03-22T06:49:20.416831,2026-03-22T06:49:38.416831,4437458.6174,3084894.6579,3375915.0127,32.164536157,34.806795353,46.4681,-13.4651,-45.7004,-36.2992,59.8955,254.7934,7,10.3956
2026-03-22T06:49:21.416831,2026-03-22T06:49:39.416831,4437443.6085,3084882.0294,3375895.5847,32.164481614,34.806776251,19.5913,-3.7680,-5.4061,-7.9516,10.3272,240.9380,7,7.2298
